url,image_url,scientific_name,common_name
http://www.inaturalist.org/observations/3104,https://inaturalist-open-data.s3.amazonaws.com/photos/4470/medium.jpg,Triaenodon obesus,Whitetip Reef Shark
http://www.inaturalist.org/observations/37925,https://inaturalist-open-data.s3.amazonaws.com/photos/63383/medium.jpg,Triaenodon obesus,Whitetip Reef Shark
http://www.inaturalist.org/observations/41402,https://inaturalist-open-data.s3.amazonaws.com/photos/68654/medium.jpg,Triaenodon obesus,Whitetip Reef Shark
http://www.inaturalist.org/observations/44103,https://inaturalist-open-data.s3.amazonaws.com/photos/71347/medium.jpg,Triaenodon obesus,Whitetip Reef Shark
http://www.inaturalist.org/observations/44886,https://inaturalist-open-data.s3.amazonaws.com/photos/72424/medium.jpg,Triaenodon obesus,Whitetip Reef Shark
http://www.inaturalist.org/observations/46366,https://inaturalist-open-data.s3.amazonaws.com/photos/74520/medium.jpg,Triaenodon obesus,Whitetip Reef Shark
http://www.inaturalist.org/observations/48754,https://inaturalist-open-data.s3.amazonaws.com/photos/78274/medium.JPG,Triaenodon obesus,Whitetip Reef Shark
http://www.inaturalist.org/observations/63307,https://inaturalist-open-data.s3.amazonaws.com/photos/97239/medium.jpg,Triaenodon obesus,Whitetip Reef Shark
http://www.inaturalist.org/observations/77676,http://static.inaturalist.org/photos/115073/medium.jpg,Triaenodon obesus,Whitetip Reef Shark
http://www.inaturalist.org/observations/81354,https://inaturalist-open-data.s3.amazonaws.com/photos/119607/medium.jpg,Triaenodon obesus,Whitetip Reef Shark
http://www.inaturalist.org/observations/95190,https://inaturalist-open-data.s3.amazonaws.com/photos/138624/medium.jpg,Triaenodon obesus,Whitetip Reef Shark
http://www.inaturalist.org/observations/116578,https://inaturalist-open-data.s3.amazonaws.com/photos/166615/medium.jpg,Triaenodon obesus,Whitetip Reef Shark
http://www.inaturalist.org/observations/123317,https://inaturalist-open-data.s3.amazonaws.com/photos/175562/medium.jpg,Triaenodon obesus,Whitetip Reef Shark
http://www.inaturalist.org/observations/141978,https://inaturalist-open-data.s3.amazonaws.com/photos/196687/medium.jpg,Triaenodon obesus,Whitetip Reef Shark
http://www.inaturalist.org/observations/163016,https://inaturalist-open-data.s3.amazonaws.com/photos/219775/medium.jpg,Triaenodon obesus,Whitetip Reef Shark
http://www.inaturalist.org/observations/163058,https://inaturalist-open-data.s3.amazonaws.com/photos/219842/medium.jpg,Triaenodon obesus,Whitetip Reef Shark
http://www.inaturalist.org/observations/163858,http://static.inaturalist.org/photos/220237/medium.jpg,Triaenodon obesus,Whitetip Reef Shark
http://www.inaturalist.org/observations/213779,https://inaturalist-open-data.s3.amazonaws.com/photos/269495/medium.JPG,Triaenodon obesus,Whitetip Reef Shark
http://www.inaturalist.org/observations/334936,https://inaturalist-open-data.s3.amazonaws.com/photos/417955/medium.JPG,Triaenodon obesus,Whitetip Reef Shark
http://www.inaturalist.org/observations/385753,https://inaturalist-open-data.s3.amazonaws.com/photos/482187/medium.jpg,Triaenodon obesus,Whitetip Reef Shark
http://www.inaturalist.org/observations/412380,http://static.inaturalist.org/photos/519149/medium.jpg,Triaenodon obesus,Whitetip Reef Shark
http://www.inaturalist.org/observations/412381,http://static.inaturalist.org/photos/519150/medium.jpg,Triaenodon obesus,Whitetip Reef Shark
http://www.inaturalist.org/observations/434271,https://inaturalist-open-data.s3.amazonaws.com/photos/547158/medium.jpg,Triaenodon obesus,Whitetip Reef Shark
http://www.inaturalist.org/observations/436670,https://inaturalist-open-data.s3.amazonaws.com/photos/549646/medium.jpg,Triaenodon obesus,Whitetip Reef Shark
http://www.inaturalist.org/observations/438010,https://inaturalist-open-data.s3.amazonaws.com/photos/551459/medium.jpg,Triaenodon obesus,Whitetip Reef Shark
http://www.inaturalist.org/observations/442070,https://inaturalist-open-data.s3.amazonaws.com/photos/556428/medium.jpg,Triaenodon obesus,Whitetip Reef Shark
http://www.inaturalist.org/observations/442077,https://inaturalist-open-data.s3.amazonaws.com/photos/556435/medium.jpg,Triaenodon obesus,Whitetip Reef Shark
http://www.inaturalist.org/observations/461007,https://inaturalist-open-data.s3.amazonaws.com/photos/582517/medium.jpg,Triaenodon obesus,Whitetip Reef Shark
http://www.inaturalist.org/observations/467733,https://inaturalist-open-data.s3.amazonaws.com/photos/589738/medium.jpg,Triaenodon obesus,Whitetip Reef Shark
http://www.inaturalist.org/observations/468606,https://inaturalist-open-data.s3.amazonaws.com/photos/591232/medium.jpg,Triaenodon obesus,Whitetip Reef Shark
http://www.inaturalist.org/observations/471941,https://inaturalist-open-data.s3.amazonaws.com/photos/594844/medium.jpg,Triaenodon obesus,Whitetip Reef Shark
http://www.inaturalist.org/observations/479373,https://inaturalist-open-data.s3.amazonaws.com/photos/605121/medium.JPG,Triaenodon obesus,Whitetip Reef Shark
http://www.inaturalist.org/observations/482508,https://inaturalist-open-data.s3.amazonaws.com/photos/609981/medium.jpg,Triaenodon obesus,Whitetip Reef Shark
http://www.inaturalist.org/observations/482910,https://inaturalist-open-data.s3.amazonaws.com/photos/610555/medium.jpg,Triaenodon obesus,Whitetip Reef Shark
http://www.inaturalist.org/observations/492495,https://inaturalist-open-data.s3.amazonaws.com/photos/623404/medium.jpg,Triaenodon obesus,Whitetip Reef Shark
http://www.inaturalist.org/observations/495754,https://inaturalist-open-data.s3.amazonaws.com/photos/627808/medium.jpg,Triaenodon obesus,Whitetip Reef Shark
http://www.inaturalist.org/observations/553995,https://inaturalist-open-data.s3.amazonaws.com/photos/706147/medium.jpg,Triaenodon obesus,Whitetip Reef Shark
http://www.inaturalist.org/observations/561535,https://inaturalist-open-data.s3.amazonaws.com/photos/715438/medium.jpg,Triaenodon obesus,Whitetip Reef Shark
http://www.inaturalist.org/observations/572403,https://inaturalist-open-data.s3.amazonaws.com/photos/727418/medium.jpg,Triaenodon obesus,Whitetip Reef Shark
http://www.inaturalist.org/observations/579203,https://inaturalist-open-data.s3.amazonaws.com/photos/736764/medium.jpg,Triaenodon obesus,Whitetip Reef Shark
http://www.inaturalist.org/observations/579665,https://inaturalist-open-data.s3.amazonaws.com/photos/737341/medium.jpg,Triaenodon obesus,Whitetip Reef Shark
http://www.inaturalist.org/observations/580405,https://inaturalist-open-data.s3.amazonaws.com/photos/738250/medium.jpg,Triaenodon obesus,Whitetip Reef Shark
http://www.inaturalist.org/observations/625383,https://inaturalist-open-data.s3.amazonaws.com/photos/786754/medium.jpg,Triaenodon obesus,Whitetip Reef Shark
http://www.inaturalist.org/observations/625385,https://inaturalist-open-data.s3.amazonaws.com/photos/786756/medium.jpg,Triaenodon obesus,Whitetip Reef Shark
http://www.inaturalist.org/observations/634688,https://inaturalist-open-data.s3.amazonaws.com/photos/798211/medium.jpg,Triaenodon obesus,Whitetip Reef Shark
http://www.inaturalist.org/observations/646795,https://inaturalist-open-data.s3.amazonaws.com/photos/815131/medium.jpg,Triaenodon obesus,Whitetip Reef Shark
http://www.inaturalist.org/observations/656811,https://inaturalist-open-data.s3.amazonaws.com/photos/828314/medium.jpg,Triaenodon obesus,Whitetip Reef Shark
http://www.inaturalist.org/observations/697371,https://inaturalist-open-data.s3.amazonaws.com/photos/875092/medium.JPG,Triaenodon obesus,Whitetip Reef Shark
http://www.inaturalist.org/observations/707682,https://inaturalist-open-data.s3.amazonaws.com/photos/889282/medium.JPG,Triaenodon obesus,Whitetip Reef Shark
http://www.inaturalist.org/observations/708195,https://inaturalist-open-data.s3.amazonaws.com/photos/1055593/medium.JPG,Triaenodon obesus,Whitetip Reef Shark
