url,image_url,scientific_name,common_name
http://www.inaturalist.org/observations/41302,https://inaturalist-open-data.s3.amazonaws.com/photos/220599/medium.jpg,Carcharhinus albimarginatus,Silvertip Shark
http://www.inaturalist.org/observations/163856,http://static.inaturalist.org/photos/220235/medium.jpg,Carcharhinus albimarginatus,Silvertip Shark
http://www.inaturalist.org/observations/1071343,https://inaturalist-open-data.s3.amazonaws.com/photos/1342964/medium.jpg,Carcharhinus albimarginatus,Silvertip Shark
http://www.inaturalist.org/observations/4750342,https://inaturalist-open-data.s3.amazonaws.com/photos/5774525/medium.jpg,Carcharhinus albimarginatus,Silvertip Shark
https://www.inaturalist.org/observations/9382416,https://inaturalist-open-data.s3.amazonaws.com/photos/12744635/medium.jpeg,Carcharhinus albimarginatus,Silvertip Shark
https://www.inaturalist.org/observations/9391670,https://static.inaturalist.org/photos/12761332/medium.jpeg,Carcharhinus albimarginatus,Silvertip Shark
https://www.inaturalist.org/observations/9845722,https://static.inaturalist.org/photos/13485847/medium.jpg,Carcharhinus albimarginatus,Silvertip Shark
https://www.inaturalist.org/observations/10729856,https://inaturalist-open-data.s3.amazonaws.com/photos/14992798/medium.jpg,Carcharhinus albimarginatus,Silvertip Shark
https://www.inaturalist.org/observations/10969401,https://inaturalist-open-data.s3.amazonaws.com/photos/15441758/medium.jpg,Carcharhinus albimarginatus,Silvertip Shark
https://www.inaturalist.org/observations/11099003,https://inaturalist-open-data.s3.amazonaws.com/photos/15679529/medium.jpg,Carcharhinus albimarginatus,Silvertip Shark
https://www.inaturalist.org/observations/11228626,https://inaturalist-open-data.s3.amazonaws.com/photos/15934459/medium.jpg,Carcharhinus albimarginatus,Silvertip Shark
https://www.inaturalist.org/observations/13603368,https://inaturalist-open-data.s3.amazonaws.com/photos/20014546/medium.jpg,Carcharhinus albimarginatus,Silvertip Shark
https://www.inaturalist.org/observations/17382212,https://inaturalist-open-data.s3.amazonaws.com/photos/26403144/medium.jpg,Carcharhinus albimarginatus,Silvertip Shark
https://www.inaturalist.org/observations/17656103,https://static.inaturalist.org/photos/26901241/medium.jpeg,Carcharhinus albimarginatus,Silvertip Shark
https://www.inaturalist.org/observations/24589109,https://inaturalist-open-data.s3.amazonaws.com/photos/38021848/medium.jpg,Carcharhinus albimarginatus,Silvertip Shark
https://www.inaturalist.org/observations/28140718,https://inaturalist-open-data.s3.amazonaws.com/photos/43845518/medium.jpg,Carcharhinus albimarginatus,Silvertip Shark
https://www.inaturalist.org/observations/28407965,https://inaturalist-open-data.s3.amazonaws.com/photos/44282527/medium.jpeg,Carcharhinus albimarginatus,Silvertip Shark
https://www.inaturalist.org/observations/34884544,https://inaturalist-open-data.s3.amazonaws.com/photos/54960127/medium.jpg,Carcharhinus albimarginatus,Silvertip Shark
https://www.inaturalist.org/observations/35639889,https://inaturalist-open-data.s3.amazonaws.com/photos/56219498/medium.jpg,Carcharhinus albimarginatus,Silvertip Shark
https://www.inaturalist.org/observations/35843849,https://inaturalist-open-data.s3.amazonaws.com/photos/56573339/medium.jpg,Carcharhinus albimarginatus,Silvertip Shark
https://www.inaturalist.org/observations/35876252,https://inaturalist-open-data.s3.amazonaws.com/photos/56628712/medium.jpg,Carcharhinus albimarginatus,Silvertip Shark
https://www.inaturalist.org/observations/36049634,https://inaturalist-open-data.s3.amazonaws.com/photos/56933084/medium.jpg,Carcharhinus albimarginatus,Silvertip Shark
