url,image_url,scientific_name,common_name
http://www.inaturalist.org/observations/48747,https://inaturalist-open-data.s3.amazonaws.com/photos/78265/medium.JPG,Carcharhinus melanopterus,Blacktip Reef Shark
http://www.inaturalist.org/observations/108553,https://inaturalist-open-data.s3.amazonaws.com/photos/155310/medium.jpg,Carcharhinus melanopterus,Blacktip Reef Shark
http://www.inaturalist.org/observations/206888,https://inaturalist-open-data.s3.amazonaws.com/photos/262512/medium.jpg,Carcharhinus melanopterus,Blacktip Reef Shark
http://www.inaturalist.org/observations/306570,https://inaturalist-open-data.s3.amazonaws.com/photos/380385/medium.JPG,Carcharhinus melanopterus,Blacktip Reef Shark
http://www.inaturalist.org/observations/311011,https://inaturalist-open-data.s3.amazonaws.com/photos/386026/medium.jpg,Carcharhinus melanopterus,Blacktip Reef Shark
http://www.inaturalist.org/observations/473232,https://inaturalist-open-data.s3.amazonaws.com/photos/596513/medium.JPG,Carcharhinus melanopterus,Blacktip Reef Shark
http://www.inaturalist.org/observations/512673,https://inaturalist-open-data.s3.amazonaws.com/photos/652637/medium.JPG,Carcharhinus melanopterus,Blacktip Reef Shark
http://www.inaturalist.org/observations/554007,https://inaturalist-open-data.s3.amazonaws.com/photos/706164/medium.jpg,Carcharhinus melanopterus,Blacktip Reef Shark
http://www.inaturalist.org/observations/554008,https://inaturalist-open-data.s3.amazonaws.com/photos/706165/medium.jpg,Carcharhinus melanopterus,Blacktip Reef Shark
http://www.inaturalist.org/observations/568055,https://inaturalist-open-data.s3.amazonaws.com/photos/722529/medium.jpg,Carcharhinus melanopterus,Blacktip Reef Shark
http://www.inaturalist.org/observations/614609,https://inaturalist-open-data.s3.amazonaws.com/photos/774933/medium.jpg,Carcharhinus melanopterus,Blacktip Reef Shark
http://www.inaturalist.org/observations/642672,https://inaturalist-open-data.s3.amazonaws.com/photos/809946/medium.jpg,Carcharhinus melanopterus,Blacktip Reef Shark
http://www.inaturalist.org/observations/788390,https://inaturalist-open-data.s3.amazonaws.com/photos/991317/medium.JPG,Carcharhinus melanopterus,Blacktip Reef Shark
http://www.inaturalist.org/observations/1105783,https://inaturalist-open-data.s3.amazonaws.com/photos/1390126/medium.jpg,Carcharhinus melanopterus,Blacktip Reef Shark
http://www.inaturalist.org/observations/1114368,https://inaturalist-open-data.s3.amazonaws.com/photos/1400383/medium.jpg,Carcharhinus melanopterus,Blacktip Reef Shark
http://www.inaturalist.org/observations/1258861,https://inaturalist-open-data.s3.amazonaws.com/photos/1580475/medium.jpg,Carcharhinus melanopterus,Blacktip Reef Shark
http://www.inaturalist.org/observations/1520265,https://inaturalist-open-data.s3.amazonaws.com/photos/1883651/medium.jpg,Carcharhinus melanopterus,Blacktip Reef Shark
http://www.inaturalist.org/observations/1924702,https://inaturalist-open-data.s3.amazonaws.com/photos/2353553/medium.jpg,Carcharhinus melanopterus,Blacktip Reef Shark
http://www.inaturalist.org/observations/2004078,https://inaturalist-open-data.s3.amazonaws.com/photos/2438739/medium.jpg,Carcharhinus melanopterus,Blacktip Reef Shark
http://www.inaturalist.org/observations/2077016,https://inaturalist-open-data.s3.amazonaws.com/photos/2482554/medium.jpg,Carcharhinus melanopterus,Blacktip Reef Shark
http://www.inaturalist.org/observations/2664857,https://inaturalist-open-data.s3.amazonaws.com/photos/2995770/medium.jpg,Carcharhinus melanopterus,Blacktip Reef Shark
http://www.inaturalist.org/observations/2679385,https://inaturalist-open-data.s3.amazonaws.com/photos/3010567/medium.jpg,Carcharhinus melanopterus,Blacktip Reef Shark
http://www.inaturalist.org/observations/2679388,https://inaturalist-open-data.s3.amazonaws.com/photos/3010570/medium.jpg,Carcharhinus melanopterus,Blacktip Reef Shark
http://www.inaturalist.org/observations/3281380,https://inaturalist-open-data.s3.amazonaws.com/photos/3793699/medium.jpg,Carcharhinus melanopterus,Blacktip Reef Shark
http://www.inaturalist.org/observations/3407253,https://inaturalist-open-data.s3.amazonaws.com/photos/3943920/medium.jpg,Carcharhinus melanopterus,Blacktip Reef Shark
http://www.inaturalist.org/observations/3432423,https://inaturalist-open-data.s3.amazonaws.com/photos/3976640/medium.jpg,Carcharhinus melanopterus,Blacktip Reef Shark
http://www.inaturalist.org/observations/3800421,https://inaturalist-open-data.s3.amazonaws.com/photos/4438736/medium.jpg,Carcharhinus melanopterus,Blacktip Reef Shark
http://www.inaturalist.org/observations/4107019,http://static.inaturalist.org/photos/4880533/medium.jpg,Carcharhinus melanopterus,Blacktip Reef Shark
http://www.inaturalist.org/observations/4109563,https://inaturalist-open-data.s3.amazonaws.com/photos/4884351/medium.jpg,Carcharhinus melanopterus,Blacktip Reef Shark
http://www.inaturalist.org/observations/4301785,http://static.inaturalist.org/photos/5162692/medium.jpeg,Carcharhinus melanopterus,Blacktip Reef Shark
http://www.inaturalist.org/observations/4302002,http://static.inaturalist.org/photos/5163122/medium.jpeg,Carcharhinus melanopterus,Blacktip Reef Shark
http://www.inaturalist.org/observations/4302003,http://static.inaturalist.org/photos/5163126/medium.jpeg,Carcharhinus melanopterus,Blacktip Reef Shark
http://www.inaturalist.org/observations/4302005,http://static.inaturalist.org/photos/5163130/medium.jpeg,Carcharhinus melanopterus,Blacktip Reef Shark
http://www.inaturalist.org/observations/4302097,http://static.inaturalist.org/photos/5163290/medium.jpeg,Carcharhinus melanopterus,Blacktip Reef Shark
http://www.inaturalist.org/observations/4302136,http://static.inaturalist.org/photos/5163366/medium.jpeg,Carcharhinus melanopterus,Blacktip Reef Shark
http://www.inaturalist.org/observations/4479310,https://inaturalist-open-data.s3.amazonaws.com/photos/5407357/medium.jpg,Carcharhinus melanopterus,Blacktip Reef Shark
http://www.inaturalist.org/observations/4514604,https://inaturalist-open-data.s3.amazonaws.com/photos/5463167/medium.jpg,Carcharhinus melanopterus,Blacktip Reef Shark
http://www.inaturalist.org/observations/4514625,https://inaturalist-open-data.s3.amazonaws.com/photos/5463268/medium.jpg,Carcharhinus melanopterus,Blacktip Reef Shark
http://www.inaturalist.org/observations/4773785,https://inaturalist-open-data.s3.amazonaws.com/photos/5813178/medium.jpeg,Carcharhinus melanopterus,Blacktip Reef Shark
https://www.inaturalist.org/observations/4843437,https://inaturalist-open-data.s3.amazonaws.com/photos/5881047/medium.jpg,Carcharhinus melanopterus,Blacktip Reef Shark
https://www.inaturalist.org/observations/4960813,https://inaturalist-open-data.s3.amazonaws.com/photos/6052841/medium.jpg,Carcharhinus melanopterus,Blacktip Reef Shark
https://www.inaturalist.org/observations/5034722,https://static.inaturalist.org/photos/6165614/medium.jpg,Carcharhinus melanopterus,Blacktip Reef Shark
https://www.inaturalist.org/observations/5067932,https://inaturalist-open-data.s3.amazonaws.com/photos/6218444/medium.jpeg,Carcharhinus melanopterus,Blacktip Reef Shark
